,index,A2P,A2V,A1P,A1V,B1P,B1V,B2P,B2V,Cash,Inventory,Position,Action,Order ID,Price,Volume,Type,Direction
10486,294207,1573400,200,1573200,100,1573000,100,1572900,200,999170210.2900004,1005354.0,{},Limit Order,190754281,1572900,10,1,1
10487,294231,1573500,2200,1573400,200,1573000,201,1572900,110,999170210.2900004,1005354.0,"{190754281: (1572900, 10, 100, 0.9090909090909091)}",No action,,,,,
10488,294258,1573400,100,1573300,100,1573000,300,1572900,210,999170210.2900004,1005354.0,{},No action,,,,,
10489,294264,1573400,100,1573300,100,1573000,200,1572900,200,999170210.2900004,1005354.0,{},Limit Order,190796549,1573400,10,1,-1
10490,294273,1573400,110,1573300,100,1572900,200,1572800,300,999170210.2900004,1005354.0,"{190796549: (1573400, 10, 100, 0.9090909090909091)}",Cancel Order,190796549,1573400,10,3,-1
10491,294276,1573400,100,1573300,100,1572900,200,1572800,210,999170210.2900004,1005354.0,{},Limit Order,190822701,1572800,100,1,1
10492,294277,1573400,100,1573300,100,1572900,200,1572800,310,999170210.2900004,1005354.0,"{190822701: (1572800, 100, 210, 0.6774193548387096)}",Cancel Order,190822701,1572800,100,3,1
10493,294280,1573400,100,1573300,100,1572900,200,1572800,210,999170210.2900004,1005354.0,{},No action,,,,,
10494,294290,1573400,100,1573300,100,1573000,100,1572900,200,999170210.2900004,1005354.0,{},Limit Order,190844005,1572900,10,1,1
10495,294334,1573700,406,1573500,2200,1573000,500,1572900,410,999170210.2900004,1005354.0,{},No action,,,,,
10496,294342,1573700,300,1573500,2200,1573200,200,1573000,600,999170210.2900004,1005354.0,{},Limit Order,190877989,1573700,10,1,-1
10497,294346,1573700,310,1573500,2200,1573200,100,1573000,400,999170210.2900004,1005354.0,"{190877989: (1573700, 10, 300, 0.967741935483871)}",Cancel Order,190877989,1573700,10,3,-1
10498,294349,1573700,300,1573500,2200,1573200,200,1573000,410,999170210.2900004,1005354.0,{},Limit Order,190909945,1573700,10,1,-1
10499,294353,1573700,310,1573500,2600,1573200,200,1573000,400,999170210.2900004,1005354.0,"{190909945: (1573700, 10, 300, 0.967741935483871)}",Limit Order,190917849,1573000,10,1,1
10500,294354,1573700,310,1573500,2600,1573200,200,1573000,410,999170210.2900004,1005354.0,"{190909945: (1573700, 10, 300, 0.967741935483871), 190917849: (1573000, 10, 400, 0.975609756097561)}",Cancel Order,190909945,1573700,10,3,-1
10501,294358,1573600,100,1573500,2600,1573200,200,1573000,310,999170210.2900004,1005354.0,"{190917849: (1573000, 10, 300, 0.967741935483871)}",Cancel Order,190917849,1573000,10,3,1
10502,294367,1573600,100,1573500,2600,1573200,200,1573100,100,999170210.2900004,1005354.0,{},Limit Order,190938653,1573100,10,1,1
10503,294372,1573700,300,1573500,2600,1573200,300,1573100,310,999170210.2900004,1005354.0,"{190938653: (1573100, 10, 100, 0.3225806451612903)}",No action,,,,,
10504,294385,1573600,200,1573500,2600,1573100,10,1573000,200,999170210.2900004,1005354.0,"{190938653: (1573100, 10, 0, 0.0)}",Cancel Order,190938653,1573100,10,3,1
10505,294394,1573600,100,1573500,2100,1573000,210,1572900,400,999170210.2900004,1005354.0,{},No action,,,,,
10506,294428,1573800,200,1573700,200,1573400,300,1573300,300,999170210.2900004,1005354.0,{},Limit Order,190989029,1573300,10,1,1
10507,294439,1574000,200,1573800,300,1573500,200,1573400,400,999170210.2900004,1005354.0,{},Limit Order,191002897,1574000,10,1,-1
10508,294468,1574000,110,1573800,300,1573500,100,1573400,200,999170210.2900004,1005354.0,"{191002897: (1574000, 10, 0, 0.0)}",Limit Order,191016269,1573400,10,1,1
10509,294469,1574000,110,1573800,300,1573500,100,1573400,210,999170210.2900004,1005354.0,"{191002897: (1574000, 10, 0, 0.0), 191016269: (1573400, 10, 200, 0.9523809523809523)}",Cancel Order,191002897,1574000,10,3,-1
10510,294479,1573800,300,1573700,100,1573500,100,1573400,210,999170210.2900004,1005354.0,"{191016269: (1573400, 10, 200, 0.9523809523809523)}",No action,,,,,
10511,294484,1573800,100,1573700,100,1573400,210,1573300,100,999170210.2900004,1005354.0,"{191016269: (1573400, 10, 200, 0.9523809523809523)}",Cancel Order,191016269,1573400,10,3,1
10512,294486,1573800,100,1573700,100,1573400,200,1573300,110,999170210.2900004,1005354.0,{},No action,,,,,
10513,294488,1573800,100,1573700,100,1573400,100,1573300,210,999170210.2900004,1005354.0,{},No action,,,,,
10514,294518,1573700,300,1573400,200,1573200,200,1573100,200,999170210.2900004,1005354.0,{},Limit Order,191079585,1573100,10,1,1
10515,294522,1573700,300,1573400,200,1573200,200,1573100,110,999170210.2900004,1005354.0,"{191079585: (1573100, 10, 100, 0.9090909090909091)}",Limit Order,191093241,1573400,100,1,-1
10516,294528,1573400,200,1573300,100,1573100,110,1573000,400,999170210.2900004,1005354.0,"{191079585: (1573100, 10, 100, 0.9090909090909091), 191093241: (1573400, 100, 100, 0.5)}",Cancel Order,191093241,1573400,100,3,-1
10517,294550,1573300,100,1573200,200,1573000,200,1572900,1100,999168637.1900004,1005364.0,{},Limit Order,191108825,1572900,10,1,1
10518,294573,1573300,100,1573200,200,1573000,200,1572900,1110,999168637.1900004,1005364.0,{},Limit Order,191121077,1573200,100,1,-1
10519,294577,1573200,300,1573100,100,1572900,1110,1572800,200,999168637.1900004,1005364.0,"{191121077: (1573200, 100, 200, 0.6666666666666666)}",Cancel Order,191121077,1573200,100,3,-1
10520,294585,1573200,100,1573100,100,1572900,1210,1572800,300,999168637.1900004,1005364.0,{},No action,,,,,
10521,294660,1573100,100,1573000,100,1572800,200,1572700,300,999168637.1900004,1005364.0,{},Limit Order,191155465,1572700,10,1,1
10522,294683,1573100,100,1573000,100,1572800,200,1572700,410,999168637.1900004,1005364.0,"{191155465: (1572700, 10, 300, 0.7317073170731707)}",Limit Order,191169693,1572800,100,1,1
10523,294690,1573100,100,1573000,200,1572800,200,1572700,410,999168637.1900004,1005364.0,"{191155465: (1572700, 10, 300, 0.7317073170731707), 191169693: (1572800, 100, 100, 0.5)}",No action,,,,,
10524,294691,1573100,100,1573000,100,1572800,200,1572700,410,999168637.1900004,1005364.0,"{191155465: (1572700, 10, 300, 0.7317073170731707), 191169693: (1572800, 100, 100, 0.5)}",Limit Order,191196413,1572800,100,1,1
10525,294694,1573100,100,1573000,100,1572800,500,1572700,510,999168637.1900004,1005364.0,"{191155465: (1572700, 10, 300, 0.5882352941176471), 191169693: (1572800, 100, 100, 0.2), 191196413: (1572800, 100, 200, 0.4)}",Cancel Order,191196413,1572800,100,3,1
10526,294695,1573100,100,1573000,100,1572800,400,1572700,510,999168637.1900004,1005364.0,"{191155465: (1572700, 10, 300, 0.5882352941176471), 191169693: (1572800, 100, 100, 0.25)}",No action,,,,,
10527,294704,1573200,200,1573100,100,1572900,110,1572800,310,999168637.1900004,1005364.0,"{191169693: (1572800, 100, 0, 0.0)}",Cancel Order,191169693,1572800,100,3,1
10528,294711,1573300,107,1573200,200,1572900,200,1572800,1694,999168637.1900004,1005364.0,{},Limit Order,191215489,1572800,10,1,1
10529,294724,1573300,307,1573200,500,1572800,1704,1572700,500,999168637.1900004,1005364.0,"{191215489: (1572800, 10, 1694, 0.994131455399061)}",Cancel Order,191215489,1572800,10,3,1
10530,294736,1573300,107,1573200,500,1572900,300,1572800,1794,999168637.1900004,1005364.0,{},Limit Order,191251565,1573300,10,1,-1
10531,294738,1573300,117,1573200,500,1572900,300,1572800,1694,999168637.1900004,1005364.0,"{191251565: (1573300, 10, 107, 0.9145299145299145)}",Cancel Order,191251565,1573300,10,3,-1
10532,294750,1573100,100,1573000,100,1572800,1694,1572700,200,999168637.1900004,1005364.0,{},Limit Order,191282821,1572700,10,1,1
10533,294756,1573200,500,1573000,200,1572800,1694,1572700,310,999168637.1900004,1005364.0,"{191282821: (1572700, 10, 100, 0.3225806451612903)}",Limit Order,191303625,1573100,400,1,-1
10534,294758,1573100,400,1573000,200,1572800,1594,1572700,310,999168637.1900004,1005364.0,"{191282821: (1572700, 10, 100, 0.3225806451612903), 191303625: (1573100, 400, 0, 0.0)}",Limit Order,191347537,1572700,100,1,1
10535,294772,1573200,500,1573100,400,1573000,200,1572800,1594,999168637.1900004,1005364.0,"{191303625: (1573100, 400, 0, 0.0)}",Limit Order,191352997,1572800,10,1,1
10536,294776,1573200,500,1573100,500,1573000,150,1572800,1404,999168637.1900004,1005364.0,"{191303625: (1573100, 400, 0, 0.0), 191352997: (1572800, 10, 1394, 0.9928774928774928)}",No action,,,,,
10537,294784,1573200,200,1573100,400,1572800,1404,1572700,300,999168637.1900004,1005364.0,"{191303625: (1573100, 400, 0, 0.0), 191352997: (1572800, 10, 1394, 0.9928774928774928)}",Cancel Order,191352997,1572800,10,3,1
10538,294788,1573200,200,1573100,400,1572800,1394,1572700,510,999168637.1900004,1005364.0,"{191303625: (1573100, 400, 0, 0.0)}",Limit Order,191392197,1572800,100,1,1
10539,294789,1573200,200,1573100,400,1572800,1494,1572700,510,999168637.1900004,1005364.0,"{191303625: (1573100, 400, 0, 0.0), 191392197: (1572800, 100, 1394, 0.9330655957161981)}",Limit Order,191403997,1572900,100,1,1
10540,294799,1573300,207,1573200,200,1573000,100,1572900,300,999231561.1900004,1004964.0,"{191403997: (1572900, 100, 0, 0.0)}",Cancel Order,191403997,1572900,100,3,1
10541,294805,1573400,100,1573300,207,1573000,100,1572900,200,999231561.1900004,1004964.0,{},No action,,,,,
10542,294842,1573400,200,1573300,107,1572900,200,1572800,1394,999231561.1900004,1004964.0,{},Limit Order,191428425,1572800,10,1,1
10543,294847,1573300,7,1573200,200,1572900,100,1572800,1404,999231561.1900004,1004964.0,"{191428425: (1572800, 10, 1394, 0.9928774928774928)}",Cancel Order,191428425,1572800,10,3,1
10544,294860,1573300,7,1573200,100,1572900,300,1572800,1394,999231561.1900004,1004964.0,{},Limit Order,191445297,1572800,100,1,1
10545,294878,1573400,100,1573300,7,1573200,200,1573100,200,999231561.1900004,1004964.0,{},Limit Order,191462849,1573100,10,1,1
10546,294919,1573800,206,1573600,150,1573300,200,1573200,300,999231561.1900004,1004964.0,{},Limit Order,191488981,1573200,10,1,1
10547,294925,1573800,200,1573600,150,1573300,400,1573200,210,999231561.1900004,1004964.0,"{191488981: (1573200, 10, 200, 0.9523809523809523)}",Limit Order,191504625,1573600,100,1,-1
10548,294929,1573600,250,1573500,10,1573300,400,1573200,210,999231561.1900004,1004964.0,"{191504625: (1573600, 100, 150, 0.6)}",Cancel Order,191504625,1573600,100,3,-1
10549,294936,1573600,150,1573500,100,1573300,300,1573200,110,999231561.1900004,1004964.0,{},Market Order,191494853,1573300,100,4,1
10550,294992,1573600,250,1573500,100,1573200,207,1573000,600,999247294.1900004,1004864.0,{},Limit Order,191531181,1573600,10,1,-1
10551,295002,1573600,260,1573500,400,1573200,100,1573000,300,999247294.1900004,1004864.0,"{191531181: (1573600, 10, 250, 0.9615384615384616)}",Cancel Order,191531181,1573600,10,3,-1
10552,295008,1573500,300,1573400,100,1573200,100,1573000,200,999247294.1900004,1004864.0,{},Limit Order,191557949,1573400,100,1,-1
10553,295011,1573400,200,1573300,100,1573000,200,1572900,200,999247294.1900004,1004864.0,"{191557949: (1573400, 100, 100, 0.5)}",Cancel Order,191557949,1573400,100,3,-1
10554,295020,1573500,300,1573400,100,1572900,300,1572800,200,999247294.1900004,1004864.0,{},Limit Order,191579881,1573000,100,1,1
10555,295027,1573500,300,1573400,100,1573100,100,1573000,300,999247294.1900004,1004864.0,"{191579881: (1573000, 100, 0, 0.0)}",No action,,,,,
10556,295031,1573500,300,1573400,200,1573000,200,1572900,300,999247294.1900004,1004864.0,"{191579881: (1573000, 100, 0, 0.0)}",Cancel Order,191579881,1573000,100,3,1
10557,295041,1573500,300,1573400,200,1573000,200,1572900,300,999247294.1900004,1004864.0,{},No action,,,,,
10558,295044,1573500,300,1573400,200,1573000,200,1572900,200,999247294.1900004,1004864.0,{},No action,,,,,
10559,295048,1573500,300,1573400,200,1573000,100,1572900,300,999247294.1900004,1004864.0,{},Limit Order,191624617,1573000,200,1,1
10560,295053,1573500,300,1573400,200,1573100,100,1573000,400,999247294.1900004,1004864.0,"{191624617: (1573000, 200, 100, 0.25)}",Limit Order,191634857,1573100,100,1,1
10561,295070,1573600,250,1573500,300,1573100,500,1573000,400,999247294.1900004,1004864.0,"{191634857: (1573100, 100, 100, 0.2)}",Cancel Order,191634857,1573100,100,3,1
10562,295081,1573600,350,1573500,300,1573100,200,1573000,300,999247294.1900004,1004864.0,{},Market Order,191634921,1573100,100,4,1
10563,295105,1573100,200,1573000,100,1572800,200,1572700,400,999263025.1900004,1004764.0,{},Limit Order,191677593,1573000,13,1,-1
10564,295106,1573100,200,1573000,113,1572800,200,1572700,400,999263025.1900004,1004764.0,"{191677593: (1573000, 13, 100, 0.8849557522123894)}",Cancel Order,191677593,1573000,13,3,-1
10565,295110,1573100,200,1573000,100,1572800,200,1572700,300,999263025.1900004,1004764.0,{},No action,,,,,
10566,295124,1573100,200,1573000,100,1572700,300,1572600,200,999263025.1900004,1004764.0,{},Limit Order,191712245,1572700,100,1,1
10567,295126,1573100,200,1573000,100,1572700,400,1572600,100,999263025.1900004,1004764.0,"{191712245: (1572700, 100, 300, 0.75)}",No action,,,,,
10568,295128,1573100,200,1573000,102,1572700,300,1572600,100,999263025.1900004,1004764.0,"{191712245: (1572700, 100, 200, 0.6666666666666666)}",Cancel Order,191712245,1572700,100,3,1
10569,295151,1573400,300,1573300,200,1572900,300,1572800,300,999263025.1900004,1004764.0,{},Limit Order,191764985,1572900,100,1,1
10570,295154,1573400,1450,1573300,200,1572900,400,1572800,300,999263025.1900004,1004764.0,"{191764985: (1572900, 100, 300, 0.75)}",No action,,,,,
10571,295161,1573300,200,1573200,200,1572900,400,1572800,300,999263025.1900004,1004764.0,"{191764985: (1572900, 100, 300, 0.75)}",No action,,,,,
10572,295165,1573300,100,1573200,200,1572900,500,1572800,300,999263025.1900004,1004764.0,"{191764985: (1572900, 100, 300, 0.6)}",Market Order,191773937,1573200,21,4,-1
10573,295166,1573300,100,1573200,179,1572900,500,1572800,300,999259721.4700004,1004785.0,"{191764985: (1572900, 100, 300, 0.6)}",Cancel Order,191764985,1572900,100,3,1
10574,295197,1573500,200,1573400,1350,1573200,100,1573100,200,999259721.4700004,1004785.0,{},Limit Order,191794089,1573500,10,1,-1
10575,295214,1573500,310,1573400,1250,1573100,84,1572900,400,999259721.4700004,1004785.0,{},No action,,,,,
10576,295231,1573500,200,1573400,1350,1573100,84,1573000,100,999259721.4700004,1004785.0,{},Limit Order,191816233,1573100,100,1,1
10577,295236,1573400,1150,1573300,16,1573100,284,1573000,100,999259721.4700004,1004785.0,"{191816233: (1573100, 100, 84, 0.29577464788732394)}",Limit Order,191821645,1573100,100,1,1
10578,295239,1573400,1150,1573300,116,1573100,284,1573000,100,999259721.4700004,1004785.0,"{191816233: (1573100, 100, 84, 0.29577464788732394), 191821645: (1573100, 100, 184, 0.647887323943662)}",Cancel Order,191816233,1573100,100,3,1
10579,295242,1573400,1150,1573300,200,1573100,184,1573000,100,999259721.4700004,1004785.0,"{191821645: (1573100, 100, 184, 1.0)}",No action,,,,,
10580,295243,1573400,1150,1573300,200,1573100,184,1572900,600,999259721.4700004,1004785.0,"{191821645: (1573100, 100, 184, 1.0)}",Market Order,191804153,1573100,84,4,1
10581,295274,1573400,1150,1573300,300,1572900,700,1572800,250,999257204.5100003,1004801.0,{},No action,,,,,
10582,295276,1573400,1150,1573300,300,1572900,700,1572800,250,999257204.5100003,1004801.0,{},Limit Order,191877177,1573300,100,1,-1
10583,295284,1573400,1150,1573300,500,1572900,700,1572800,250,999257204.5100003,1004801.0,{},No action,,,,,
10584,295287,1573400,1150,1573300,400,1572900,700,1572800,250,999257204.5100003,1004801.0,{},No action,,,,,
10585,295317,1573200,1,1573100,100,1572800,350,1572700,100,999257204.5100003,1004801.0,{},Limit Order,191917173,1573100,100,1,-1
10586,295321,1573100,100,1573000,100,1572800,350,1572700,200,999257204.5100003,1004801.0,"{191917173: (1573100, 100, 0, 0.0)}",Cancel Order,191917173,1573100,100,3,-1
10587,295324,1573200,1,1573000,200,1572800,350,1572700,100,999257204.5100003,1004801.0,{},No action,,,,,
10588,295352,1573000,100,1572800,201,1572600,400,1572500,225,999257204.5100003,1004801.0,{},Limit Order,191947113,1572800,300,1,-1
10589,295357,1573000,200,1572800,601,1572600,300,1572500,325,999257204.5100003,1004801.0,"{191947113: (1572800, 300, 201, 0.33444259567387685)}",No action,,,,,
10590,295361,1573000,200,1572800,501,1572600,500,1572500,225,999257204.5100003,1004801.0,"{191947113: (1572800, 300, 201, 0.40119760479041916)}",Limit Order,191969341,1572500,100,1,1
10591,295362,1573000,200,1572800,501,1572600,500,1572500,325,999257204.5100003,1004801.0,"{191947113: (1572800, 300, 201, 0.40119760479041916), 191969341: (1572500, 100, 225, 0.6923076923076923)}",Cancel Order,191969341,1572500,100,3,1
10592,295379,1572800,401,1572700,100,1572600,400,1572500,225,999257204.5100003,1004801.0,"{191947113: (1572800, 300, 101, 0.2518703241895262)}",Limit Order,191988085,1572800,10,1,-1
10593,295404,1572700,3,1572600,200,1572500,100,1572400,405,999257204.5100003,1004801.0,{},No action,,,,,
10594,295406,1572800,1000,1572600,200,1572500,100,1572400,405,999257204.5100003,1004801.0,{},Limit Order,192009385,1572800,10,1,-1
10595,295425,1573000,200,1572800,1010,1572600,300,1572500,105,999257204.5100003,1004801.0,"{192009385: (1572800, 10, 1000, 0.9900990099009901)}",Cancel Order,192009385,1572800,10,3,-1
10596,295446,1573000,100,1572900,100,1572700,205,1572600,200,999257204.5100003,1004801.0,{},No action,,,,,
10597,295455,1573000,100,1572900,200,1572700,100,1572600,200,999257204.5100003,1004801.0,{},Limit Order,192046057,1572600,5,1,1
10598,295457,1573000,200,1572900,200,1572700,100,1572600,205,999257204.5100003,1004801.0,"{192046057: (1572600, 5, 200, 0.975609756097561)}",No action,,,,,
10599,295460,1573000,200,1572900,100,1572600,305,1572500,100,999257204.5100003,1004801.0,"{192046057: (1572600, 5, 200, 0.6557377049180327)}",No action,,,,,
10600,295475,1573000,300,1572900,100,1572500,300,1572400,300,999256418.2100004,1004806.0,{},No action,,,,,
10601,295490,1572800,300,1572700,200,1572500,100,1572400,300,999256418.2100004,1004806.0,{},Limit Order,192079781,1572500,100,1,1
10602,295495,1572800,200,1572700,100,1572500,200,1572400,300,999256418.2100004,1004806.0,"{192079781: (1572500, 100, 100, 0.5)}",Limit Order,192103617,1572700,1,1,-1
10603,295497,1572800,200,1572700,101,1572500,300,1572400,300,999256418.2100004,1004806.0,"{192079781: (1572500, 100, 100, 0.3333333333333333), 192103617: (1572700, 1, 100, 0.9900990099009901)}",Limit Order,192117621,1572700,100,1,-1
10604,295498,1572800,200,1572700,201,1572500,300,1572400,300,999256418.2100004,1004806.0,"{192079781: (1572500, 100, 100, 0.3333333333333333), 192103617: (1572700, 1, 100, 0.4975124378109453), 192117621: (1572700, 100, 101, 0.5024875621890548)}",No action,,,,,
